#,البيت,الشاعر,القصيدة,التعبير البلاغي,العنصر البلاغي المستعمل,العنصر البلاغي الثانوي
4561,24,الفرزدق,قصيدة رقم 165، الطويل، رَا,جَرَرْنَا وَفَدّيْنَاهُ حَتىكَأنّمَا يَرَى بهَوَادي الصّبحِ قَنْبَلَةً شُقرَا,تشبيه,تشبيه
4562,25,الفرزدق,قصيدة رقم 165، الطويل، رَا,مِنَ السّيْرِ وَالإسْآدِ حَتىكَأنّما سَقَاهُ الكَرَى في كلّ مَنزِلَةٍ خَمرَا,تشبيه,تشبيه
4563,19,زياد بن زيد,قصيدة رقم 435، منتهى الطلب، طويل، با,وأسطعَ نَهّاضٍ أمِينٍ فَقارُهُ يَعُومُ بِصُلْبٍكالقَناطِرِ أحْدَبا,تشبيه,تشبيه
4564,18,زياد بن زيد,قصيدة رقم 435، منتهى الطلب، طويل، با,فَصارَتْكجَفْنِ السَّيْفِ حَرْفًا رَذِيَّةً بَرَى النّي عَنْها والسَّدِيفَ المُلَحَّبا,تشبيه,تشبيه
4565,10,عمر بن أبي ربيعة,قصيدة رقم 7، الكامل، ى,بيضاءُمثلُ الشّمسِ حينَ طُلوعِها موسومةٌ بالحسنِ تُعْجِبُ منْ رأى,تشبيه,تشبيه
4566,21,زياد بن زيد,قصيدة رقم 435، منتهى الطلب، طويل، با,تُواتِرُ بَيْنَ الحرَّتَيْنِكأنَّها فَرِيدٌ يُراعِي بالجنَيْنَةِ رَبْرَبا,تشبيه,تشبيه
4567,32,زياد بن زيد,قصيدة رقم 435، منتهى الطلب، طويل، با,حَؤُوطٌ لأقْصَى الأهْلِ أُخْشَى وراءَهُ مِذَبٌّومِثْلِي عَنْ حِمَى الأصْلِ ذَبَّبا,تشبيه,تشبيه
4568,13,الرّاعي النُّمَيْريّ,قصيدة رقم 309، منتهى الطلب، طويل، رِ,ونَحْنُ تَركْنا تَغْلِبَ ابْنَةَ وائِلٍكمُنكَسِرِ الأنْيابِ مُنْقَطِع الظَّهْرِ,تشبيه,تشبيه
4569,11,الرّاعي النُّمَيْريّ,قصيدة رقم 309، منتهى الطلب، طويل، رِ,وكُنْتَككَلْبٍ قَتَّلَ الجَيْشُ رَهْطَهُ فأصْبَحَ يَعْوِي في دِيارهِمِ الغُبْرِ,تشبيه,تشبيه
4570,5,يزيد بن مفرغ الحميري,قصيدة رقم 20، طويل، دِ,فنادَيْتُ فيهمْ دَعْوَةً يَمَنيَّةًكما كانَ آبائي دَعَوْا وجُدودي,تشبيه,تشبيه
4571,24,الشمردل بن شريك,قصيدة رقم 172، منتهى الطلب، متقارب، بُ,فَلَمّا رأتْ أنَّ في صَدرِهِ مِنَ الوَجْدِ فَوقَ الذييَحْسِبُ,تشبيه,تشبيه
4572,19,الشمردل بن شريك,قصيدة رقم 172، منتهى الطلب، متقارب، بُ,كُمَيتٌ لِسَورَتِها نَفْحَةٌكَرائِحَةِ المِسكِ أو أطيَبُ,تشبيه,تشبيه
4573,18,الشمردل بن شريك,قصيدة رقم 172، منتهى الطلب، متقارب، بُ,كأنَّ عُلالَةَ أنيابِها شَمولٌ بِماءِ الصَّفا تُقطَبُ,تشبيه,تشبيه
4574,17,الشمردل بن شريك,قصيدة رقم 172، منتهى الطلب، متقارب، بُ,قَطُوفٌ تَهادَى إذا أعْنَقَتْكما يَطأُ المُوعِثَ المُتْعَبُ,تشبيه,تشبيه
4575,14,الشمردل بن شريك,قصيدة رقم 172، منتهى الطلب، متقارب، بُ,ولكنَّ أكثَرَ مَوعُودِهاكَبَرْقٍ ألاحَ بِهِ الخُلَّبُ,تشبيه,تشبيه
4576,5,أبو وجزة السعديّ,قصيدة رقم4، البسيط، بِ,وكأنَّ ريقتَها بعد الكرى اغتبقتْ صَوْبَ الثُريّا بماء الكَرْم من حلبِ,تشبيه,تشبيه
4577,65,الشمردل بن شريك,قصيدة رقم 172، منتهى الطلب، متقارب، بُ,تَراهُ يُحارِشُ أصحابَهُ قِيامًاكما احترشَ الأكْلبُ,تشبيه,تشبيه
4578,64,الشمردل بن شريك,قصيدة رقم 172، منتهى الطلب، متقارب، بُ,ولَو كُنتُ قُطبَةَ أومِثلَهُ ذُممتُ ولَم يَبقَ ما أكسِبُ,تشبيه,تشبيه
4579,46,الشمردل بن شريك,قصيدة رقم 172، منتهى الطلب، متقارب، بُ,مُرِنٌّ يُحاذِرُ رَوْعاتِهِ سَماحِيجُمِثلُ القَنا شُزَّبُ,تشبيه,تشبيه
4580,45,الشمردل بن شريك,قصيدة رقم 172، منتهى الطلب، متقارب، بُ,كأنَّ قَتُودِي وأنساعَها تَضَمَّنُهُنَّ وأي أحْقَبُ,تشبيه,تشبيه
4581,43,الشمردل بن شريك,قصيدة رقم 172، منتهى الطلب، متقارب، بُ,جمالِيَّةُ الخَلقِ مَضبُورَةٌ علىمِثْلِها يُقطَعُ السَّبسَبُ,تشبيه,تشبيه
4582,5,أبو الأسود الدؤلي,قصيدة رقم 6 (رواية ابن جني)، طويل، تُ,تصيبون عرضي كُلَّ يومٍكما علا نشيطٌ بفأْسٍ معدنَ البُرم ناحتُ,تشبيه,تشبيه
4583,40,الشمردل بن شريك,قصيدة رقم 172، منتهى الطلب، متقارب، بُ,كأنَّ الحِرابِيَّ مِنْ شَمسِها تُلَوَّحُ بِالنَّارِ أو تُصلَبُ,تشبيه,تشبيه
4584,4,أبو الأسود الدؤلي,قصيدة رقم 6 (رواية ابن جني)، طويل، تُ,ألم يكفكم أنْ قد منعتم بيوتكمكما منع الغيلَ الأُسود النواهتُ,تشبيه,تشبيه
4585,3,أبو الأسود الدؤلي,قصيدة رقم 6 (رواية ابن جني)، طويل، تُ,سأسكت حتىتحسبونيكأنني من الجهد في مرضاتكم مُتماوتُ,تشبيه,تشبيه
4586,7,جرير بن عطيّة,قصيدة رقم 247، منتهى الطلب، متقارب، دِ,وشَبَّهْتَ نفْسَكَ حُوقَ الحمارِ خَبِيثَ الأوارِيِّ والمِرْوَدِ,تشبيه,تشبيه
4587,5,جرير بن عطيّة,قصيدة رقم 247، منتهى الطلب، متقارب، دِ,وشَبَّهتَ نفسكَ أشْقَى ثَمودَ فقالوا ضَلِلْتَ ولَمْ تَهْتَدِ,تشبيه,تشبيه
4588,35,الشمردل بن شريك,قصيدة رقم 172، منتهى الطلب، متقارب، بُ,رَمَى صَدَفَيها بأجرامِهِكما انقَضَّ بازلَهُ مَرقَبُ,تشبيه,تشبيه
4589,1,ذو الرمة,قصيدة رقم7، الطويل، قِ.,أَقولُ لِنَفْسي واقِفًا عندَ مُشْرِفٍ على عَرَصاتٍكالرُّسومِ النَّواطِقِ,تشبيه,تشبيه
4590,9,مسلم بن معبد,قصيدة رقم 432، منتهى الطلب، وافر، اءُ,على سُحُحِ الخُدُودِ شُداقِماتٍكأنَّ لِحَى جَماجِمِها الفِراءُ,تشبيه,تشبيه
4591,7,مسلم بن معبد,قصيدة رقم 432، منتهى الطلب، وافر، اءُ,تُؤَمِّلُ رَجْعَةً مِنِّي وفِيها كِتابٌمِثْلَ ما لَزِقَ الغِراءُ,تشبيه,تشبيه
4592,2,عمرو بن كلثوم,معلقة عمرو، شرح المعلقات السبع للزوزني، وافر، نا,مُشَعْشَعَةًكأَنَّ الْحُصَّ فِيها إِذا ما الماءُ خالَطَها سَخينًا,تشبيه,تشبيه
4593,48,الرّاعي النُّمَيْريّ,قصيدة رقم 57، الطويل، لِ,كَمَا انْقَضَّ دُرِّيٌّ تَخَلَّلَ مَتْنُهُ فُرُوجَ جَهَامٍ آخِرَ اللَّيْلِ جَافِلِ,تشبيه,تشبيه
4594,49,الأخطل,القصيدة رقم 43، مُ، الكامل,وَمُلَحَّبٍ خَضِلِ الثِيابِكَأَنَّما وَطِئَت عَلَيهِ بِخُفِّها العَيثومُ,تشبيه,تشبيه
4595,6,ذو الرمة,قصيدة رقم7، الطويل، قِ.,وإذ هنَّ أَكْتادٌ بحَوضىكأَنما زَها الآلُ عيدانَ النَّخيلِ البَواسقِ,تشبيه,تشبيه
4596,5,ذو الرمة,قصيدة رقم7، الطويل، قِ.,كأَنَّ فؤادي قَلبُ جاني مَخافةٍ على النَّفْسِ إذ يُكسَيْنَ وَشْيَ النَّمارِقِ,تشبيه,تشبيه
4597,40,الرّاعي النُّمَيْريّ,قصيدة رقم 57، الطويل، لِ,كَأَنَّ الْقِطَارَ حَرَّكَتْ فِي مَبِيتِهِ جَدِيَّةَ مِسْكٍ فِي مُعَرَّسِ قَافِلِ,تشبيه,تشبيه
4598,28,الرّاعي النُّمَيْريّ,قصيدة رقم 57، الطويل، لِ,رَبَاعٍكَوَقْفِ الْعَاجِ تَثْنِي حِبَالَهُ شَرَاسِيفُ حُدَّتْ غَرْضُهَا غَيْرُ جَائِلِ,تشبيه,تشبيه
4599,31,الرّاعي النُّمَيْريّ,قصيدة رقم 57، الطويل، لِ,وَرَأْسٍكَإِبْرِيقِ الْيَهُودِيِّ أَشْرَفَتْ لَهُ حُبُكٌ أَجْيَادُهَاكَالْمَرَاجِلِ,تشبيه,تشبيه
4600,4,أبو الأسود الدؤلي,قصيدة رقم 30 (السكري)، طويل، بِ,وانّي لمن قومٍ اذا حاربوا العِدى أغاروا بفتيانٍ مَغاويرَكالشهبِ,تشبيه,تشبيه
4601,18,الرّاعي النُّمَيْريّ,قصيدة رقم 57، الطويل، لِ,وَإِنْ سَمِعَتْ رِزَّ الْفَنِيقِ تَكَشَّفَتْ بِأَذْنَابِ صُهْبٍ قُرَّحٍكَالْمَجَادِلِ,تشبيه,تشبيه
4602,7,قيس بن ذريح,قصيدة رقم 27، طويل، رُ,وَدُرْتَ بِأَعْدَاءٍ حَبِيبُكَ فِيهِمُكَمَا قَدْ تَرَانِي بالحَبِيبِ أَدُورُ,تشبيه,تشبيه
4603,3,كُثير عزة,قصيدة رقم 129، السريع، لِ,إنْ تستُري الميتَ علىمِثْلِهِ في النّاس من حافٍ ومن ناعلِ,تشبيه,تشبيه
4604,1,الأخطل,قصيدة رقم 282، لِ، طويل,ألَستَ كُلَيبِيًّا، إذا سِيمَ خُطَّةً أقَرَّ،كإقرارِ الحَلِيلةِ لِلبَعلِ؟,تشبيه,تشبيه
4605,3,أبو الأسود الدؤلي,قصيدة رقم 32 (السكري)، طويل، لْ,فإنْ كان خيرًا كان خيرًا جزاؤه وانْ كانَ شرًّا كان شَرًّاكما فعلْ,تشبيه,تشبيه
4606,32,الفرزدق,قصيدة رقم 192، البسيط، رَا,بهِ جَلا الفِتْنَةَ العَمياءَ فانكَشَفَتْكَما جَلا الصّبحُ عَنهُ اللّيلَ فانسفَرَا,تشبيه,تشبيه
4607,41,الفرزدق,قصيدة رقم 192، البسيط، رَا,شَقَائِقاً مِنْ جِيَادٍ غَيْرِ مُقْرِفَةٍ،كَمَا شَقَقتُ من العُرْضِيّةِ الطُّرَرَا,تشبيه,تشبيه
4608,4,الرّاعي النُّمَيْريّ,قصيدة رقم 4، البسيط، بِ,قَوْلُ امْرِئٍ غَرَّ قَوْمًا مِنْ نُفُوسِهِمُكَخَرْزِ مُكْرَهَةٍ فِي غَيْرِ إِطْنَابِ,تشبيه,تشبيه
4609,7,الرّاعي النُّمَيْريّ,قصيدة رقم 4، البسيط، بِ,كَأَنَّ هِنْدًا ثَنَايَاهَا وَبَهْجَتُهَا لَمَّا الْتَقَيْنَا عَلَى أَدْحَالِ دَبَّابِ,تشبيه,تشبيه
4610,2,الرّاعي النُّمَيْريّ,قصيدة رقم 4، البسيط، بِ,جُنَادِفٌ لاَحِقٌ بالرَّأْسِ مَنْكِبُهُكَأنَّهُ كَوْدَنٌ يُوشَى بِكُلاَّبِ,تشبيه,تشبيه
4611,4,ذو الرمة,قصيدة رقم 38، الطويل، مِ.,هوًى كادتِ العَيْنانِ يَفْرُطُ منهُما له سَنَنٌمثلُ الجُمانِ المُنَظَّمِ,تشبيه,تشبيه
4612,4,الفرزدق,قصيد رقم 234، الوافر، رِ,وَكائِنْ فِيكَ مِنْ مَلِكٍ هُمامٍ أبٍ لَكَمِثْلِ مُنصَدِعِ النّهَارِ,تشبيه,تشبيه
4613,13,الفرزدق,قصيدة رقم 192، البسيط، رَا,وَمَا فَرِحْتُ ببُرْءٍ مِنْ ضَنى مَرَضٍكَفَرْحَةٍ يَوْمَ قالُوا أخبَرَ الخَبَرَا,تشبيه,تشبيه
4614,12,الفرزدق,قصيدة رقم 192، البسيط، رَا,كَأنّمَا يَنْضحُ العَطّارُ كَلْكَلَهُ وَساعِدَيْهِ بِوَرْسٍ يَخضِبُ الشَّعَرَا,تشبيه,تشبيه
4615,85,نقائض جرير والفرزدق,جرير، نقيضة رقم 104، الطَويل، رَا,تَناوَمْتَ يابْنَ القَيْنِ إِذْ يَخْلِجونَهاكَخَلْجِ الصَّوارِيِّ السَّفينَ المُقَيَّرا,تشبيه,تشبيه
4616,83,نقائض جرير والفرزدق,جرير، نقيضة رقم 104، الطَويل، رَا,وصالَحْتُمُ عَوْفًا عَلَى ما يُريبُكُمْكَما لمْ تَقاضَوْا عُقْرَ جِعْثِنَ مِنْقَرا,تشبيه,تشبيه
4617,5,الفرزدق,قصيدة رقم 412، الطَّويل، لُهْ,تَضَمّنَهُ عَنْهُكَمَا كَانَ قَبْلَهُ أبُوهُ عَنِ الرّاعي عُبَيْدٍ يُنَاقِلُهْ,تشبيه,تشبيه
4618,6,الفرزدق,قصيدة رقم 412، الطَّويل، لُهْ,لَعَلّ ابنَ رَاعي الإبْلِيَحْسِبُ أنّهُ إذا وَطْبُهُ مَجّ الثّمَالَةَ شَاغِلُهْ,تشبيه,تشبيه
4619,57,نقائض جرير والفرزدق,جرير، نقيضة رقم 104، الطَويل، رَا,تَراغَيْتُمُ يَوْمَ الزُّبَيْرِكَأَنَّكُمْ ضِباعُ مَغاراتٍ تَعاظَمْنَ أَجْعُرا,تشبيه,تشبيه
4620,2,جرير بن عطيّة,قصيدة رقم 217، جرير، الطَّويل، لُه,على العيسِ نَعْرَوْرى الفلاةكأَنها قَطَا الأُدَمَى الجونيُّ نَشَّت ثمائله,تشبيه,تشبيه
4621,3,جرير بن عطيّة,قصيدة رقم 217، جرير، الطَّويل، لُه,طوى بُدْنَها الأَخماس حتىكأَنها جِياد القنا الهندي ثُقِّفَ ذابله,تشبيه,تشبيه
4622,86,نقائض جرير والفرزدق,جرير، نقيضة رقم 104، الطَويل، رَا,وباتَتْ تُنادِي غالِبًاوكَأَنَّما يَشُقّونَ زِقًّا مَسَّهُ القارُ أَشْعَرا,تشبيه,تشبيه
4623,94,نقائض جرير والفرزدق,جرير، نقيضة رقم 104، الطَويل، رَا,يُزاوِلُ فيها القَيْنُ مَحْبوكَةَ القَفاكَأَنَّ بِها لَوْنًا مِنَ الوَرْسِ أَصْفَرا,تشبيه,تشبيه
4624,10,الرّاعي النُّمَيْريّ,قصيدة رقم 304، منتهى الطلب، طويل، حُ,وفي العاجِ والحِنّاءِ كَفٌّ بَنانُهاكشَحْمِ النَّقا لَمْ يُعْطِها الزَّنْدَ قادِحُ,تشبيه,تشبيه
4625,29,الرّاعي النُّمَيْريّ,قصيدة رقم 304، منتهى الطلب، طويل، حُ,فَساقَيْتُها سَمْحًاكأنَّ نَدِيمَهُ أخا الدَّهرِ إذْ بَعْضُ المساقِينَ فاضِحُ,تشبيه,تشبيه
4626,27,الطرماح بن حكيم,قصيدة رقم 24، طويل، لِ,ودِنَّا مَعَدًّامِثْلَ مَا كَانَ تُبَّعٌ يَدِينُهُمُ في كُلِّ حَقّ وبَاطِل,تشبيه,تشبيه
