tashbeeh_word,poem,poem_without_tashbeeh
ومثلُ,وَوَرِثْنَا مِنْ جَعْفَرٍ إرْثَ أبْنَا هُ، ومثلُ البَنِيْنِ تَحْظَى ـ,وَوَرِثْنَا مِنْ جَعْفَرٍ إرْثَ أبْنَا هُ،  البَنِيْنِ تَحْظَى ـ
ومثلُ,أقولُ لصاحبيَّ ومثلُ ما بي شكاهُ المرءُ ذو الوجدِ الأليمِ,أقولُ لصاحبيَّ  ما بي شكاهُ المرءُ ذو الوجدِ الأليمِ
ومثلُ,ومثلُ المَهَاةِ إذا أقْبَلَتْ ومثْلُ الغَزَالِ إذا ما أبَلْ, المَهَاةِ إذا أقْبَلَتْ ومثْلُ الغَزَالِ إذا ما أبَلْ
ومثلُ,ويخالفُ الأيامَ حكمٌ واقعٌ فيها ومثلُ سُبوتِها جُمُعاتُها,ويخالفُ الأيامَ حكمٌ واقعٌ فيها  سُبوتِها جُمُعاتُها
ومثلُ,فمَنْ مُبلِغُ الضحّاكِ عَنّي رِسالةً ومثلُ الذي يأتي مِنَ الهَمِّ أَنصَبا,فمَنْ مُبلِغُ الضحّاكِ عَنّي رِسالةً  الذي يأتي مِنَ الهَمِّ أَنصَبا
ومثلُك,يا أبا أحمدٍ ومثلُك لا يَغْـ ـفَلُ أن يستفيد بالجاه حَمْدَا,يا أبا أحمدٍ  لا يَغْـ ـفَلُ أن يستفيد بالجاه حَمْدَا
ومثلُك,ألا قُل لعَمْرٍو: كُفَّ! إنّيَ واحدٌ ومثلُك في هذا الأنام كَثيرُ,ألا قُل لعَمْرٍو: كُفَّ! إنّيَ واحدٌ  في هذا الأنام كَثيرُ
ومثلُك,لك اللهُ إن العفوَ أقربُ للتقوى ومثلُك أَوْلَى مثليَ الصَّفْحَ والعَفْوا,لك اللهُ إن العفوَ أقربُ للتقوى  أَوْلَى مثليَ الصَّفْحَ والعَفْوا
ومثلُك,ومثلُك لا يُدَل على رشاد كفاك بلمحة من ناظريكا, لا يُدَل على رشاد كفاك بلمحة من ناظريكا
ومثلُك,دعوتَ إلى الجَدوى ومثلُك مَنْ دَعا بِـ : حَيَّ عَلى ماءِ الحَياةِ، فثوَّبا,دعوتَ إلى الجَدوى  مَنْ دَعا بِـ : حَيَّ عَلى ماءِ الحَياةِ، فثوَّبا
ومثلُك,ومثلُك يمنحُني فضلَهُ ولكنَّ مثليَ لا يَمْنحك, يمنحُني فضلَهُ ولكنَّ مثليَ لا يَمْنحك
ومثلُك,ومثلُك اختار مثله وكذا من كان بالمسلمين ذا لطفِ, اختار مثله وكذا من كان بالمسلمين ذا لطفِ
ومثلُك,ومثلُك من طلّابها خلصَتْ له وقارُكَ مرضيٌّ ورَبْعُكَ جحفلُ, من طلّابها خلصَتْ له وقارُكَ مرضيٌّ ورَبْعُكَ جحفلُ
ومثلُك,وحِستَ بأمرٍ تضمَّنته ومثلُك خاسَ بما يَضمَنُ,وحِستَ بأمرٍ تضمَّنته  خاسَ بما يَضمَنُ
ومثلُك,ورأيتَ أن تبقى لهم فتكيدهم أجدى، ومثلُك أحسن التمييلا,ورأيتَ أن تبقى لهم فتكيدهم أجدى،  أحسن التمييلا
ومثلُكَ,وبَرَرْتَني عَنْ غيْرِ مَعْرِفةٍ سَلَفتْ ومثلُكَ للنَّدى أَهْلُ,وبَرَرْتَني عَنْ غيْرِ مَعْرِفةٍ سَلَفتْ  للنَّدى أَهْلُ
ومثلُكَ,أبا الحَسَنِ اخْتَرْتَ حُسْنَ الثَّناءِ، ومثلُكَ مَنْ يُحْسِنُ الاختيارا,أبا الحَسَنِ اخْتَرْتَ حُسْنَ الثَّناءِ،  مَنْ يُحْسِنُ الاختيارا
ومثلُكَ,وهل ندِمت على طِفلٍ فَجَعْتَ به أُمًّا، ومثلُكَ لا يستشعِرُ النَّدما؟,وهل ندِمت على طِفلٍ فَجَعْتَ به أُمًّا،  لا يستشعِرُ النَّدما؟
ومثلُكَ,ومثلُكَ قد جرَّبتُه وخَبَرْتُه أبا مطرٍ والحَين أسبابُه تجري, قد جرَّبتُه وخَبَرْتُه أبا مطرٍ والحَين أسبابُه تجري
ومثلُكَ,أبيتَ تُضيعُ السُّمرَ والبيضَ فيهم ومثلُكَ في أمثالِهمْ لا يُضيعُها,أبيتَ تُضيعُ السُّمرَ والبيضَ فيهم  في أمثالِهمْ لا يُضيعُها
ومثلُكَ,فَدَتْكَ نَفيساتُ النُّفوسِ مِنَ الرَّدى، ومثلُكَ يُفْدى بالنُّفوسِ النَّفائِسِ,فَدَتْكَ نَفيساتُ النُّفوسِ مِنَ الرَّدى،  يُفْدى بالنُّفوسِ النَّفائِسِ
ومثلُكَ,ومثلُكَ يلقى عندَ حادِثِ هَفْوَةٍ بخفضِ جَناحٍ والثرا... سفاحُ, يلقى عندَ حادِثِ هَفْوَةٍ بخفضِ جَناحٍ والثرا... سفاحُ
ومثلُكَ,ومثلُكَ منْ لم يُلْقَ في عرْضِ بِذْلَةٍ وما عذر من يلقاك والعرضُ أدْسَمُ؟, منْ لم يُلْقَ في عرْضِ بِذْلَةٍ وما عذر من يلقاك والعرضُ أدْسَمُ؟
ومثلُكِ,وقُلْنَ لها والعينُ حولك جمّةٌ ومثلُكِ بادٍ مستشارٌ مقامُها,وقُلْنَ لها والعينُ حولك جمّةٌ  بادٍ مستشارٌ مقامُها
ومثلُكِ,وقُلتِ الشَّمْسُ بالبيداءِ تِبْرٌ ومثلُكِ مَن تَخيّل ثم خالَا,وقُلتِ الشَّمْسُ بالبيداءِ تِبْرٌ  مَن تَخيّل ثم خالَا
ومثلُه,أعرِفُ ما عندَكَ مِنْ وَحشَةٍ ومثلُه عنديَ أوْ أكثرُ,أعرِفُ ما عندَكَ مِنْ وَحشَةٍ  عنديَ أوْ أكثرُ
ومثلُه,ذُخْرٌ لنا في لَزْبة إِن أَتتْ ومثلُه للَّزْب مذخورُ,ذُخْرٌ لنا في لَزْبة إِن أَتتْ  للَّزْب مذخورُ
ومثلُها,وأُخرى أتتْ منْ دونِ نُعْمٍ ومثلُها نهى إذا النُّهى لو ترعوي أوْ تُفكِّرُ,وأُخرى أتتْ منْ دونِ نُعْمٍ  نهى إذا النُّهى لو ترعوي أوْ تُفكِّرُ
ومثلُها,فبُعدًا وَسحقًا للنّضيرِ ومثلُها إنْ أعْقَبَ فَتْحٌ أو إنِ اللهُ أعْقَبَا,فبُعدًا وَسحقًا للنّضيرِ  إنْ أعْقَبَ فَتْحٌ أو إنِ اللهُ أعْقَبَا
ومثلُها,ما يَجْمَعُ الشَّوقُ إنْ دَارٌ بِنَا شَحَطَتْ ومثلُها في تَدَاني الدَّارِ مَهْجُورُ,ما يَجْمَعُ الشَّوقُ إنْ دَارٌ بِنَا شَحَطَتْ  في تَدَاني الدَّارِ مَهْجُورُ
ومثلُهُ,هذا وذنْبٌ قبلَ ذاكَ جنيْتَهُ سلّ الفؤادَ ومثلُهُ سلّانا,هذا وذنْبٌ قبلَ ذاكَ جنيْتَهُ سلّ الفؤادَ  سلّانا
ومثلُهُ,أَمْرُ حَمى النومَ بعدَ الفكرِ صاحبَه ومثلُهُ لرقَادٍ واردٍ حامِ,أَمْرُ حَمى النومَ بعدَ الفكرِ صاحبَه  لرقَادٍ واردٍ حامِ
ومثلُهُمُ,تَكنَّفَها الأَرامِلُ واليَتامى فصاعُوها ومثلُهُمُ يَصوعُ,تَكنَّفَها الأَرامِلُ واليَتامى فصاعُوها  يَصوعُ
ومثلِ,ومثلِ قَتيلِ الزَنْج درّتْ عُروقُه عليّ بمشمولٍ من الخَمْر أَصْهَبْ, قَتيلِ الزَنْج درّتْ عُروقُه عليّ بمشمولٍ من الخَمْر أَصْهَبْ
ومثلِ,جاءَ بِأمْثالِ المُدى تَألَّقُ، ومثلِ أنصافِ السُّيوفِ تَبْرُقُ,جاءَ بِأمْثالِ المُدى تَألَّقُ،  أنصافِ السُّيوفِ تَبْرُقُ
ومثلِ,وكالسَّنانِ الّذي يهتَزُّ في يَدِهِ ومثلِ أجدَلِهِ الصّقرِ القُطاميِّ,وكالسَّنانِ الّذي يهتَزُّ في يَدِهِ  أجدَلِهِ الصّقرِ القُطاميِّ
ومثْله,ومثْله ذُو العُنُقِ السَّبْط قَدْ أمْطيْتَهُ والكَفَلِ المَرْمَرِيسْ, ذُو العُنُقِ السَّبْط قَدْ أمْطيْتَهُ والكَفَلِ المَرْمَرِيسْ
ومثْلي,حياءٌ نهى عمّا عهِدْتِ منَ الصِّبا ويأسًا ومثْلي بالحياءِ جديرُ,حياءٌ نهى عمّا عهِدْتِ منَ الصِّبا ويأسًا  بالحياءِ جديرُ
ومثْلُ,ومثْلُ الأَفاعِي إذَا أُلْهِبتْ وللرُّوم زُرْقَةُ أَحْدَاقِها, الأَفاعِي إذَا أُلْهِبتْ وللرُّوم زُرْقَةُ أَحْدَاقِها
ومثْلُه,حمل الفَوادحَ فاستقل، ومثْلُه حمل الفوادح غَيْرَ ذي تَبليحِ,حمل الفَوادحَ فاستقل،  حمل الفوادح غَيْرَ ذي تَبليحِ
ومثْلُهُ,أحْيَتْ خِلَالَ ((أبِي لَيْلَى)) ((أَبَادُلَفٍ)) ومثْلُهُ أَوْجَدَ الأقوامَ ما افْتَقَدُوا,أحْيَتْ خِلَالَ ((أبِي لَيْلَى)) ((أَبَادُلَفٍ))  أَوْجَدَ الأقوامَ ما افْتَقَدُوا
ومَثَّلهُ,ومَثَّلهُ شَوقي إليه مقابلي، وناجاه عنّي بالضميرِ وناجاني, شَوقي إليه مقابلي، وناجاه عنّي بالضميرِ وناجاني
ومَثْلُومُ,إِنْ يَنْقُصِ الدَّهْرِ مِنِّي فَالْفَتَى غَرَضٌ لِلدَّهْرِ، مِنْ عُودِهِ وَافٍ ومَثْلُومُ,إِنْ يَنْقُصِ الدَّهْرِ مِنِّي فَالْفَتَى غَرَضٌ لِلدَّهْرِ، مِنْ عُودِهِ وَافٍ 
ومَثْلِي,حَياءً نَهَى عَمّا عَهِدْتِ مِنَ الصِّبَا ويأسًا ومَثْلِي بالحياءِ جَدِيرُ,حَياءً نَهَى عَمّا عَهِدْتِ مِنَ الصِّبَا ويأسًا  بالحياءِ جَدِيرُ
ومُثَلَّمًا,ومُثَلَّمًا رَفَعَ القِيانُ لَهُ عَضُدَيْهِ حَوْلَ البَيْتِ بالفَأْسِ, رَفَعَ القِيانُ لَهُ عَضُدَيْهِ حَوْلَ البَيْتِ بالفَأْسِ
ومُمثِّلَا,وطوَّقْتَ فِيهَا السَّيْفَ مَنْ حانَ حتفُهُ وأعَْدَمْتَ تمثالًا بها ومُمثِّلَا,وطوَّقْتَ فِيهَا السَّيْفَ مَنْ حانَ حتفُهُ وأعَْدَمْتَ تمثالًا بها 
ومِثل,عَسِيبًا كَإيمِ الجِنِّ ما فَاتَ مِرْطُها ومِثل النَّقَا في المِرْطِ منها مُلَبَّدا,عَسِيبًا كَإيمِ الجِنِّ ما فَاتَ مِرْطُها  النَّقَا في المِرْطِ منها مُلَبَّدا
ومِثلكَ,ما إِنْ أَرَى كَأَبِيْكَ أَدْرَكَ شَاؤُه أَحَدٌ ومِثلكَ عَاليًا لَمْ يُلْحَقِ,ما إِنْ أَرَى كَأَبِيْكَ أَدْرَكَ شَاؤُه أَحَدٌ  عَاليًا لَمْ يُلْحَقِ
ومِثلي,عَشِقَ النّاسُ ومِثلي لم يكنْ فاعلَموا أنّيَ فيهم عَلَمُ,عَشِقَ النّاسُ  لم يكنْ فاعلَموا أنّيَ فيهم عَلَمُ
ومِثلُ,وخَرَّ، لمَّا أولَيْتُ شُكري ساجِدًا ومِثلُ الّذي أوليتُ يعبدُهُ الشُّكْرُ!,وخَرَّ، لمَّا أولَيْتُ شُكري ساجِدًا  الّذي أوليتُ يعبدُهُ الشُّكْرُ!
ومِثلُ,تَعَلَّقَ مِنْ أَسماءَ ما قد تَعَلَّقا ومِثلُ الذي لاقى مِنَ الحُبِّ أَرَّقا,تَعَلَّقَ مِنْ أَسماءَ ما قد تَعَلَّقا  الذي لاقى مِنَ الحُبِّ أَرَّقا
ومِثلُ,كَشَفْنا، عَنهُمُ، نَزَواتِ قَيسٍ ومِثلُ جُموُعِنا مَنَعَ الذِّمارا,كَشَفْنا، عَنهُمُ، نَزَواتِ قَيسٍ  جُموُعِنا مَنَعَ الذِّمارا
ومِثلُك,قتلت غُلامًا عاشِقًا لكِ هائِمًا ومِثلُك حُسنًا يقتُلُ الشِيبَ والمُرْدا,قتلت غُلامًا عاشِقًا لكِ هائِمًا  حُسنًا يقتُلُ الشِيبَ والمُرْدا
ومِثلُكَ,ومِثلُكَ من أرضى الخليفةَ سعيُهُ فإن رضيَ المولى فقد نصح العبدُ, من أرضى الخليفةَ سعيُهُ فإن رضيَ المولى فقد نصح العبدُ
ومِثلُكَ,ومُذ كُنتُ لم أرْضَ النّقيصَةَ شيمَتي ومِثلُكَ مَنْ يَأبَى لمِثلي وَيأنَفُ,ومُذ كُنتُ لم أرْضَ النّقيصَةَ شيمَتي  مَنْ يَأبَى لمِثلي وَيأنَفُ
ومِثلُه,وصادَني شادِنٌ كَلِفتُ بهِ، فَدَتْهُ نفسي، ومِثلُه يُفدَى,وصادَني شادِنٌ كَلِفتُ بهِ، فَدَتْهُ نفسي،  يُفدَى
ومِثلُها,أَيَّامَ يَحْسُدُها الثَّنَا جَارَاتُها وَسْطَ النِّسَاءِ ومِثلُها فَلْيُحْسَدِ,أَيَّامَ يَحْسُدُها الثَّنَا جَارَاتُها وَسْطَ النِّسَاءِ  فَلْيُحْسَدِ
ومِثلُها,[جاريةٌ أعجبَها حُسْنُها ومِثلُها في الناس لم يُخْلَقِ],[جاريةٌ أعجبَها حُسْنُها  في الناس لم يُخْلَقِ]
ومِثلِي,بكَيتُ إلى سِرْبِ القَطا حِينَ مَرَّ بِي فَقُلْتُ ، ومِثلِي بِالبُكاءِ جَدِير:,بكَيتُ إلى سِرْبِ القَطا حِينَ مَرَّ بِي فَقُلْتُ ،  بِالبُكاءِ جَدِير:
ومِثلِيَ,ومِثلِيَ حامِي دُونَ مِثلِكِ إنَّني أشُدُّ إذا ما غَمرَةٌ لَمْ تُفَرَّجِ, حامِي دُونَ مِثلِكِ إنَّني أشُدُّ إذا ما غَمرَةٌ لَمْ تُفَرَّجِ
ومِثْلكِ,ومِثْلكِ قَدْ أصْبَيْتُ لَيْسَتْ بِكَنَّةٍ ولا جارَةٍ أفْضَتْ إليَّ خِباءَها, قَدْ أصْبَيْتُ لَيْسَتْ بِكَنَّةٍ ولا جارَةٍ أفْضَتْ إليَّ خِباءَها
ومِثْلها,وأُخرَى أتَتْ مِنْ دُونِ نُعْمٍ ومِثْلها نَهى ذا النُّهَى لَو تَرْعَوِي أو تُفَكِّرُ,وأُخرَى أتَتْ مِنْ دُونِ نُعْمٍ  نَهى ذا النُّهَى لَو تَرْعَوِي أو تُفَكِّرُ
